NO,q1,q1a,q5,q13a01,q13a02,q13a03,q13a04,q13a05,q13a06,q13a07,q13a08,q13a09,q13a10,q14,q15,q16a,q16b,chasu,nat,city,sex,edu,job,age
5997,2,3,4,3,5,5,5,5,5,5,3,4,5,4,4,5,5,7,1,3,2,1,4,1
5998,1,1,7,3,4,4,5,4,4,3,3,4,4,4,3,3,4,7,1,3,2,3,8,1
5999,2,3,1,4,4,5,5,4,5,8,4,4,4,5,4,4,4,7,1,11,2,2,3,1
6000,1,1,5,5,4,4,4,5,5,5,5,5,5,4,4,4,4,7,9,810,2,2,5,5
6001,1,1,6,5,4,4,5,5,5,4,4,4,5,5,5,4,4,7,9,802,1,3,5,1
6002,2,4,1,5,5,5,5,5,5,5,4,5,5,5,5,5,5,7,1,3,1,1,4,2
6003,1,1,6,5,4,5,5,4,5,8,4,4,4,3,3,4,4,7,1,3,1,3,3,3
6004,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,10,1002,1,2,7,1
6005,2,2,4,4,4,4,4,4,4,4,3,3,4,3,3,4,4,6,3,401,2,1,4,1
6006,1,1,7,1,3,3,4,4,4,4,1,3,4,3,4,5,5,6,3,401,2,2,8,0
6007,2,4,4,5,5,5,4,4,5,5,4,4,3,4,4,5,5,6,3,401,1,3,7,1
6008,1,1,7,4,5,4,5,5,4,3,2,5,5,5,5,4,5,6,12,1348,2,2,8,1
6009,2,2,1,4,3,4,4,4,4,4,4,4,4,4,4,4,4,6,3,401,1,2,8,1
6010,1,1,1,5,5,5,5,5,5,5,3,3,4,5,5,5,5,6,97,6176,2,2,2,2
6011,1,1,7,4,4,4,4,4,8,8,3,3,5,5,5,4,4,6,12,1402,1,2,8,1
6012,2,4,7,5,4,5,5,5,8,5,5,5,5,5,5,5,5,6,9,959,1,3,5,4
6013,1,1,6,5,4,5,4,8,8,8,5,4,5,5,4,3,5,6,8,609,1,3,5,4
6014,1,1,6,5,5,5,5,4,4,4,4,4,5,5,4,3,5,6,10,1011,1,1,1,3
6015,1,1,1,5,5,3,5,5,5,4,3,4,5,2,5,4,5,6,8,608,2,3,1,2
6016,1,1,7,4,5,4,5,4,5,3,2,3,5,4,4,4,4,6,7,5001,1,2,8,0
6017,1,1,1,5,5,3,2,5,5,5,2,2,5,4,4,4,4,6,97,5006,2,2,10,3
6018,2,2,6,4,4,4,5,4,5,4,4,3,4,5,4,4,4,6,9,892,1,2,5,4
6019,2,4,4,4,4,4,4,4,4,4,3,3,4,5,4,4,4,6,5,501,1,2,2,3
6020,2,2,6,5,5,5,5,5,5,5,5,5,5,5,5,4,4,6,5,501,2,2,7,2
6021,1,1,1,4,4,4,4,4,4,4,3,4,5,4,4,4,4,6,4,402,1,3,1,1
6022,1,1,5,5,5,4,5,5,5,8,5,5,5,1,5,5,5,6,9,885,2,3,5,5
6023,1,1,5,4,5,4,5,5,4,4,4,4,5,5,5,5,5,6,9,803,2,3,5,1
6024,2,4,4,5,5,5,3,5,5,5,3,5,5,5,5,4,4,6,6,701,2,2,3,1
6025,1,1,1,5,5,4,3,5,5,5,3,4,5,5,5,3,4,6,6,701,2,2,8,1
6026,2,2,1,4,5,4,4,5,4,5,4,4,5,5,4,4,5,6,6,701,1,2,4,1
6027,2,4,6,5,4,5,4,8,8,8,3,5,5,5,5,5,5,6,12,1303,1,2,3,3
6028,1,1,1,4,5,5,2,4,5,5,4,4,5,4,5,4,5,6,97,6466,2,3,4,2
6029,1,1,6,4,5,5,5,3,4,4,3,2,5,4,5,3,5,6,97,5139,1,2,1,1
6030,2,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,3,401,2,2,3,2
6031,2,4,1,5,4,5,4,4,3,3,3,3,3,4,4,4,4,6,3,401,2,2,9,5
6032,1,1,1,5,5,4,5,5,5,5,5,5,5,5,5,4,5,6,3,401,2,2,8,0
6033,2,4,6,5,5,5,5,8,5,3,3,4,4,5,5,5,5,6,12,1355,1,2,3,4
6034,1,1,6,5,5,4,5,5,4,4,3,3,3,5,4,4,4,6,9,818,1,2,2,1
6035,1,1,7,5,5,5,4,5,5,4,3,4,5,5,5,5,5,6,16,5236,1,3,7,2
6036,1,1,1,5,5,4,5,5,5,5,4,4,5,4,5,5,5,6,13,1501,1,3,5,2
6037,1,1,1,5,5,5,5,8,4,4,5,4,5,3,4,4,4,6,9,811,1,1,8,1
6038,1,1,6,5,5,4,4,4,4,3,3,4,5,5,4,5,5,6,16,5199,1,3,2,2
6039,1,1,1,3,4,4,4,4,4,4,3,3,4,4,5,4,4,6,14,1702,2,2,7,4
6040,1,1,7,3,5,5,3,4,3,3,4,3,3,3,3,3,3,6,7,5001,2,2,8,1
6041,2,4,1,4,4,4,4,4,4,4,4,4,4,5,5,5,5,6,7,5001,1,2,4,2
6042,1,1,6,5,5,5,3,4,3,5,4,4,5,5,5,4,5,6,4,402,1,3,2,4
6043,2,2,5,4,4,5,5,5,3,3,3,3,4,4,4,4,4,6,7,5001,2,2,9,2
6044,1,1,6,4,5,5,3,4,4,4,3,3,4,5,5,4,5,6,16,5772,1,3,2,2
6045,2,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,736,2,2,2,2
6046,1,1,6,5,5,5,5,5,5,5,5,5,5,4,4,4,4,6,4,402,2,3,2,1
6047,2,3,5,5,4,4,5,4,4,3,3,4,5,2,4,4,4,6,9,840,2,3,5,5
6048,1,1,1,5,4,4,5,5,5,4,4,4,4,5,5,5,5,6,9,806,1,2,2,3
6049,1,1,1,5,5,5,5,5,4,5,3,4,5,4,5,5,5,6,8,602,1,3,10,5
6050,1,1,1,5,4,5,5,5,5,5,4,5,5,4,4,4,4,6,8,605,1,2,5,5
6051,2,2,7,4,4,4,4,4,4,4,4,5,4,5,5,3,5,6,14,1826,1,3,2,1
6052,2,4,5,5,5,5,5,4,4,5,5,5,5,5,5,4,4,6,11,1102,1,1,2,5
6053,1,1,6,5,5,4,3,8,5,3,1,4,5,5,5,3,5,6,97,5470,1,3,5,1
6054,2,2,4,4,3,4,4,4,4,4,4,4,4,4,4,4,5,6,3,401,2,2,8,1
6055,1,1,1,4,4,4,4,4,3,3,2,2,4,3,4,3,4,6,3,401,1,2,3,1
6056,2,2,7,5,5,5,3,4,5,5,2,4,5,5,4,5,5,6,16,5236,1,2,1,5
6057,1,1,1,4,4,4,5,5,5,5,4,4,4,5,5,5,5,6,16,5236,1,2,12,2
6058,1,1,6,4,5,4,4,4,4,4,3,4,5,3,5,4,5,6,9,805,1,3,5,4
6059,1,1,6,4,3,3,4,4,5,3,1,3,4,3,4,4,4,6,12,1301,1,2,3,2
6060,1,1,1,5,5,4,5,5,5,4,3,4,5,5,5,4,5,6,97,5470,2,1,4,1
6061,1,1,1,4,4,4,4,8,4,8,4,3,4,3,4,4,4,6,10,1077,1,2,10,5
6062,1,1,1,5,5,5,4,5,5,4,4,5,5,5,5,4,5,6,4,402,1,3,8,1
6063,2,3,1,4,4,4,4,5,4,4,3,3,4,4,5,4,4,6,4,402,2,2,8,0
6064,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,6,8,605,1,4,6,2
6065,1,1,7,5,5,5,5,5,5,5,4,5,5,5,5,2,5,6,9,883,2,2,8,0
6066,1,1,6,5,5,5,5,5,5,5,4,4,5,5,5,3,5,6,9,904,2,3,2,4
6067,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,5,501,2,2,4,1
6068,2,2,1,4,3,4,4,4,4,5,3,4,4,5,4,4,4,6,5,501,2,2,4,2
6069,1,1,1,4,4,4,5,5,4,4,4,4,4,4,4,4,4,6,5,501,2,2,3,1
6070,1,1,4,4,3,4,4,5,4,4,5,5,5,4,3,3,4,6,6,701,2,2,8,0
6071,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,737,2,2,8,1
6072,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,702,2,2,4,1
6073,1,1,1,4,4,4,4,4,4,5,5,5,5,3,5,5,3,6,13,1502,2,3,4,1
6074,1,1,6,5,5,4,5,4,5,5,3,3,4,4,5,4,5,6,11,1214,1,2,7,1
6075,1,1,5,4,4,4,4,4,4,4,4,4,4,4,4,4,5,6,8,603,2,3,8,1
6076,1,1,1,5,5,4,5,4,4,5,5,5,5,5,5,5,5,6,11,1101,2,4,4,1
6077,2,3,6,3,3,2,3,8,8,8,5,4,4,3,4,4,4,6,11,1101,2,3,12,2
6078,1,1,7,5,5,5,4,4,4,4,5,3,5,3,4,3,4,6,11,1101,1,2,8,1
6079,1,1,5,5,5,5,5,5,5,4,3,3,5,5,5,4,4,6,11,1131,2,3,7,5
6080,1,1,2,4,5,5,3,5,5,5,5,5,5,2,4,4,4,6,6,701,1,1,4,2
6081,2,2,4,4,4,4,5,4,3,4,4,4,5,4,5,4,5,6,3,401,1,2,4,1
6082,2,4,1,4,4,4,4,4,4,4,3,3,4,4,4,4,4,6,3,401,2,2,3,1
6083,2,3,1,4,4,4,3,4,3,3,3,4,4,4,4,4,4,6,3,401,2,2,4,2
6084,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,4,5,6,9,831,2,2,8,0
6085,1,1,5,5,5,5,5,4,5,5,4,4,5,4,5,4,4,6,9,845,1,2,7,3
6086,1,1,1,5,5,5,4,4,4,4,3,3,5,4,4,4,4,6,7,5512,1,2,1,3
6087,1,1,1,5,5,5,4,5,4,5,3,4,5,5,5,5,4,6,7,5454,2,2,9,4
6088,2,4,5,5,5,4,4,4,3,4,3,4,5,5,5,3,4,6,16,5929,1,4,12,3
6089,1,1,1,4,5,5,3,4,4,4,3,5,5,3,3,4,4,6,8,603,2,1,4,1
6090,2,4,1,5,5,5,5,5,5,5,5,5,5,5,5,4,4,6,7,5576,2,2,2,1
6091,2,4,5,5,5,5,5,8,5,5,5,5,5,5,5,5,5,6,9,810,1,3,12,3
6092,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,2,219,2,2,8,0
6093,1,1,1,5,4,5,4,5,4,5,5,4,5,3,4,4,4,6,2,234,1,2,4,1
6094,2,3,1,3,4,5,5,3,5,4,4,4,4,3,4,4,4,6,1,129,1,1,7,4
6095,1,1,1,4,4,4,5,4,5,4,4,4,4,4,4,4,4,6,1,37,2,2,3,3
6096,2,2,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,6,1,3,1,2,7,3
6097,2,4,1,4,4,4,4,4,4,4,4,4,4,3,4,4,4,6,1,91,2,2,7,4
6098,2,4,6,4,4,4,4,8,4,4,4,4,4,5,4,4,4,6,1,2,1,3,5,2
6099,2,4,1,3,3,5,5,3,5,5,4,4,4,4,4,4,5,6,1,49,1,2,2,2
6100,2,3,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,6,1,26,1,1,7,4
6101,1,1,1,3,4,4,4,4,4,4,4,3,4,3,4,4,4,6,1,38,2,2,5,1
6102,2,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,1,2,1,2,5,2
6103,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,1,2,1,2,6,2
6104,1,1,1,4,4,4,4,4,4,4,4,4,4,5,4,4,4,6,1,116,2,2,6,3
6105,1,1,1,4,4,4,4,3,4,4,4,3,4,5,4,4,4,6,1,1,2,2,9,1
6106,1,1,1,3,3,5,5,3,5,4,4,3,4,4,3,4,4,6,1,3,2,2,7,1
6107,1,1,1,4,4,4,4,4,4,4,4,4,4,4,3,4,4,6,1,1,1,2,6,1
6108,2,2,1,4,4,4,5,4,4,5,5,4,4,4,4,4,4,6,1,3,2,2,3,2
6109,2,3,1,4,5,5,5,4,4,4,4,4,4,4,5,4,4,6,1,2,1,2,7,4
6110,2,3,1,4,3,5,5,3,5,4,4,4,4,4,5,4,4,6,1,124,1,1,7,4
6111,2,3,1,3,3,5,5,4,5,4,3,3,4,3,5,3,4,6,1,121,2,2,9,4
6112,2,4,1,4,4,5,5,3,4,4,4,3,3,4,4,4,4,6,1,3,2,2,3,1
6113,2,4,1,3,3,4,4,4,4,4,4,4,4,3,4,4,3,6,1,136,1,2,12,1
6114,1,1,1,4,4,5,5,4,4,4,4,4,4,4,4,4,4,6,1,42,1,2,6,0
6115,2,4,5,4,3,5,5,4,5,4,4,4,4,5,5,5,5,6,1,81,2,1,7,5
6116,2,2,1,4,4,5,5,4,4,5,4,5,5,4,4,4,4,6,1,3,1,2,3,2
6117,1,1,1,3,3,5,5,3,4,4,4,4,4,4,4,4,2,6,1,2,2,2,4,1
6118,1,1,1,5,4,4,5,5,5,5,5,5,5,5,5,5,5,6,3,401,2,2,8,1
6119,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,501,1,2,4,2
6120,1,1,1,5,4,4,4,5,5,5,5,5,4,5,5,5,5,6,3,401,2,1,9,3
6121,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,2,201,2,2,8,1
6122,1,1,1,5,4,4,4,5,5,5,5,4,4,5,5,5,5,6,2,202,1,2,3,2
6123,1,1,1,5,4,4,5,5,5,5,5,4,5,5,5,5,5,6,5,501,2,2,4,2
6124,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,2,202,1,2,7,1
6125,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,701,2,2,8,1
6126,1,1,1,5,5,5,5,5,5,4,4,5,5,5,5,5,5,6,9,816,1,2,3,2
6127,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,7,5001,1,2,3,1
6128,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,7,5001,2,2,3,1
6129,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,3,401,2,1,7,3
6130,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,3,401,1,2,6,3
6131,1,1,1,5,5,5,4,4,5,5,5,5,5,5,5,5,5,6,5,501,1,1,7,1
6132,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,501,2,2,4,2
6133,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,3,401,2,2,8,1
6134,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,501,1,2,8,0
6135,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,701,1,2,3,2
6136,1,1,1,5,5,5,4,4,4,5,5,5,5,5,5,5,5,6,3,401,2,2,8,1
6137,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,3,401,1,1,3,2
6138,1,1,1,5,5,5,5,5,5,5,5,5,5,4,5,5,5,6,2,202,1,2,7,4
6139,1,1,1,5,5,5,5,5,4,5,5,5,5,5,5,5,5,6,2,202,2,1,9,2
6140,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,501,2,2,8,1
6141,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,501,2,2,7,4
6142,1,1,1,5,5,5,4,4,5,5,5,5,5,5,5,5,5,6,2,203,2,2,9,2
6143,1,1,1,5,5,5,4,5,5,5,5,5,5,5,5,5,5,6,7,5001,2,2,2,2
6144,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,701,2,1,3,3
6145,1,1,1,5,5,5,4,4,5,5,5,5,5,5,5,5,5,6,5,501,2,1,8,1
6146,1,1,1,5,5,4,5,5,4,4,5,5,5,5,5,5,5,6,5,501,1,2,4,3
6147,1,1,1,5,5,5,5,4,5,4,4,5,5,4,4,4,4,6,9,804,1,2,7,3
6148,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,501,2,2,3,1
6149,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,501,2,1,9,3
6150,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,7,5001,1,2,3,3
6151,1,1,1,5,5,5,4,4,4,5,5,5,5,5,5,5,5,6,9,813,2,2,3,1
6152,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,7,5001,2,2,4,1
6153,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,7,5001,2,2,3,2
6154,1,1,1,5,5,5,5,5,4,4,5,5,5,5,5,5,5,6,5,501,2,1,9,2
6155,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,14,1701,1,1,3,5
6156,2,4,1,2,4,4,4,4,4,3,3,3,4,4,3,3,3,6,6,701,2,2,3,2
6157,2,2,1,3,5,5,5,5,5,5,3,4,5,5,5,5,5,6,97,5009,1,2,8,0
6158,1,1,3,3,5,5,5,5,5,5,3,3,5,2,5,3,5,6,6,701,2,2,8,1
6159,1,1,1,5,3,3,3,4,5,3,2,1,5,4,4,4,3,6,6,701,1,3,1,4
6160,1,1,1,4,4,4,4,4,4,4,4,4,4,3,4,3,4,6,7,5001,1,4,8,0
6161,2,3,7,4,5,4,5,4,4,4,4,4,4,5,4,4,3,6,7,5001,2,2,8,1
6162,2,4,6,3,5,5,5,8,5,5,5,5,5,3,3,3,3,6,14,1704,1,1,3,4
6163,2,2,7,4,5,5,5,5,5,3,4,4,5,5,5,4,5,6,97,5511,2,1,8,1
6164,2,4,4,5,5,5,5,5,5,5,4,3,5,4,5,5,5,6,14,1703,2,2,7,2
6165,2,2,1,5,5,5,5,5,5,5,3,3,5,4,5,5,5,6,14,1703,2,2,3,2
6166,2,3,6,5,5,5,4,8,8,8,4,5,5,2,3,5,5,6,13,1512,1,3,2,5
6167,2,4,6,5,5,5,5,8,8,8,4,4,5,4,3,4,4,6,12,1301,1,1,3,4
6168,1,1,6,5,5,5,5,8,8,8,5,5,5,4,4,3,5,6,11,1143,2,4,12,4
6169,1,1,1,5,5,5,4,8,5,5,4,4,5,4,5,3,5,6,11,1101,1,2,8,1
6170,1,1,1,4,4,4,4,4,4,4,3,4,4,4,4,4,4,6,3,401,1,2,4,5
6171,2,3,7,5,5,5,5,5,5,5,2,4,5,3,4,4,4,6,3,401,1,2,8,1
6172,1,1,7,4,5,4,4,5,4,5,3,4,4,4,5,3,5,6,6,747,2,2,8,1
6173,2,4,1,4,3,4,5,5,4,3,4,3,4,5,4,4,4,6,1,1,2,2,1,2
6174,2,4,4,3,4,4,4,4,4,4,3,3,3,5,5,4,5,6,1,19,2,1,4,3
6175,2,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,6,1,1,2,3,5,2
6176,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,3,5,6,1,19,2,1,9,4
6177,2,2,1,4,3,3,3,3,4,4,2,3,3,4,4,4,4,6,4,402,2,2,4,3
6178,2,4,1,4,5,5,5,5,5,4,4,5,5,4,5,3,4,6,1,68,1,1,1,2
6179,1,1,1,5,5,5,5,4,3,5,4,4,4,5,4,3,4,6,1,2,1,1,5,2
6180,2,3,6,3,4,4,5,4,4,4,2,4,4,5,4,2,5,6,1,1,1,3,2,4
6181,2,2,7,4,4,4,5,5,5,5,4,5,4,5,4,3,5,6,3,401,2,2,8,0
6182,2,2,7,4,4,4,4,4,4,4,4,4,4,5,5,5,5,6,3,401,2,2,8,1
6183,2,4,6,4,3,3,3,4,3,4,3,3,4,4,4,4,4,6,16,5520,1,3,5,2
6184,2,4,6,4,4,5,5,5,4,4,3,4,5,5,4,4,5,6,16,5520,1,3,5,2
6185,1,1,1,5,5,5,3,4,5,5,3,4,5,3,5,5,5,6,14,1702,1,2,7,2
6186,1,1,1,5,5,5,5,5,5,5,5,5,5,3,3,3,4,6,14,1702,2,2,8,1
6187,2,2,1,3,3,4,3,3,4,4,2,3,5,3,3,3,3,6,6,701,2,2,8,0
6188,1,1,6,4,4,4,4,4,4,4,4,4,4,3,3,4,4,6,6,701,1,2,7,3
6189,1,1,1,4,4,4,4,4,5,4,3,3,4,4,4,3,4,6,7,5164,2,2,2,1
6190,1,1,1,4,4,4,5,5,5,4,3,5,5,4,5,3,4,6,97,5006,2,2,3,1
6191,1,1,1,4,4,4,4,4,4,4,4,4,4,3,4,3,4,6,5,512,2,2,9,2
6192,1,1,1,3,4,4,5,8,3,5,4,3,3,3,4,3,4,6,5,501,2,1,8,0
6193,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,5,508,2,2,9,3
6194,2,2,1,4,5,4,4,4,4,4,4,3,4,2,3,4,4,6,6,701,2,2,3,1
6195,1,1,6,5,5,5,5,5,5,4,3,3,5,4,4,3,4,6,9,855,1,3,3,3
6196,2,4,1,3,3,5,5,5,5,3,4,5,5,5,5,5,5,6,1,3,2,2,4,5
6197,2,4,1,4,4,5,5,5,3,3,3,4,4,5,5,5,5,6,1,3,2,4,5,2
6198,2,4,1,3,4,4,5,4,4,3,3,4,4,5,4,3,5,6,1,3,2,4,5,1
6199,2,4,6,4,3,4,4,4,3,3,4,4,3,4,3,4,4,6,1,1,1,2,4,3
6200,1,1,6,5,5,5,4,4,3,4,2,4,5,3,4,3,4,6,1,4,1,3,3,1
6201,1,1,1,5,5,5,5,5,5,5,5,5,4,5,5,5,5,6,1,19,2,2,3,2
6202,2,2,4,4,3,5,4,4,4,3,4,4,4,5,4,4,4,6,1,19,2,2,9,3
6203,2,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,1,4,1,1,4,1
6204,1,1,1,3,3,4,4,4,4,3,3,4,2,4,2,2,3,6,1,21,1,1,8,0
6205,2,4,1,4,4,4,4,4,4,4,4,3,4,4,3,4,4,6,1,4,2,2,9,5
6206,2,2,1,4,5,5,5,4,5,5,5,5,5,4,4,4,4,6,6,701,2,2,3,2
6207,2,2,1,4,4,4,3,4,4,4,4,5,4,3,4,4,4,6,6,701,2,2,7,1
6208,2,2,5,4,4,3,4,5,5,3,4,3,5,5,5,4,4,6,6,701,1,3,7,3
6209,2,2,3,5,4,5,4,5,5,5,2,3,5,4,4,4,4,6,97,5009,2,2,7,1
6210,2,2,1,5,5,5,5,5,5,5,5,5,5,4,4,5,5,6,5,504,2,1,9,3
6211,2,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,5,504,2,2,8,0
6212,2,2,6,4,3,5,4,3,3,2,1,3,3,4,4,3,3,6,1,67,1,1,2,5
6213,1,1,7,4,5,5,5,5,5,5,4,3,5,5,5,4,5,6,14,1759,2,2,8,1
6214,1,1,7,3,5,5,5,4,5,3,3,4,5,5,5,3,5,6,97,5007,2,2,8,2
6215,2,4,6,4,5,5,4,4,4,4,4,4,5,5,5,5,5,6,11,1161,1,3,2,2
6216,2,4,7,4,5,5,4,5,5,3,3,5,4,5,5,4,5,6,1,1,2,2,8,1
6217,2,2,4,3,3,3,3,3,3,3,3,3,3,3,3,4,4,6,1,42,2,2,3,1
6218,1,1,1,3,4,4,4,4,3,4,3,4,4,4,4,3,4,6,1,1,2,2,3,1
6219,2,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,1,42,2,2,1,3
6220,1,1,5,3,3,3,2,4,3,4,4,3,2,3,3,5,3,6,1,3,2,2,9,1
6221,2,2,1,4,4,5,5,5,4,4,4,4,4,4,4,4,4,6,1,3,2,2,8,0
6222,1,1,5,3,4,4,2,3,4,3,4,3,3,3,3,4,3,6,1,3,2,1,3,1
6223,1,1,1,5,4,4,3,4,4,4,3,4,4,4,3,3,4,6,1,30,1,2,3,4
6224,2,4,5,4,4,4,4,4,4,4,4,4,4,5,3,5,5,6,1,31,1,2,3,1
6225,2,3,5,5,5,5,5,8,5,5,5,5,5,5,5,5,5,6,1,1,2,2,4,1
6226,2,2,1,4,4,4,5,5,3,4,4,5,4,4,4,4,4,6,1,1,1,2,1,1
6227,1,1,1,4,5,5,5,4,4,5,3,4,4,5,4,4,4,6,7,5164,2,3,2,1
6228,2,2,1,4,5,5,4,4,4,5,3,3,5,5,5,4,5,6,7,5164,1,2,8,1
6229,1,1,1,4,4,3,2,3,4,4,3,3,5,3,3,4,3,6,7,5001,2,2,5,1
6230,1,1,6,4,4,4,3,8,4,4,4,4,4,3,4,4,4,6,8,613,1,3,8,1
6231,1,1,1,4,4,4,4,5,5,4,4,4,5,4,4,4,4,6,6,701,2,2,3,1
6232,2,4,1,4,4,4,5,5,4,5,3,5,4,5,5,4,4,6,6,701,2,2,3,1
6233,2,3,1,4,4,4,4,4,4,4,4,4,4,3,3,4,4,6,6,701,1,2,3,1
6234,1,1,1,5,5,5,5,5,5,3,3,4,5,4,5,4,5,6,97,5009,2,2,3,1
6235,2,4,1,4,5,5,5,5,5,5,4,3,5,4,5,4,5,6,14,1702,2,1,8,0
6236,2,4,4,3,4,4,4,4,5,5,4,4,4,3,3,4,4,6,14,1703,1,2,7,3
6237,1,1,1,4,4,4,4,4,4,4,3,3,4,3,4,4,4,6,5,504,2,2,9,3
6238,1,1,1,4,4,4,4,4,4,4,4,4,4,5,5,5,5,6,5,508,2,2,4,0
6239,2,4,7,3,4,3,5,5,5,4,5,5,2,5,4,2,4,6,1,8,2,2,8,1
6240,2,4,1,4,5,2,3,4,4,4,4,5,5,5,5,5,5,6,1,2,2,2,8,0
6241,2,4,5,3,1,3,4,3,4,3,3,3,3,4,4,3,3,6,1,2,2,1,9,5
6242,2,4,6,4,5,5,5,4,5,3,3,5,2,5,5,5,5,6,1,1,1,3,5,2
6243,2,4,6,4,4,4,4,4,4,4,2,4,4,4,4,4,3,6,1,39,2,2,2,3
6244,1,1,4,4,5,4,4,4,4,4,3,4,4,4,4,4,4,6,2,224,2,2,4,2
6245,1,1,1,3,3,3,5,5,5,5,3,5,5,5,5,4,4,6,1,80,2,1,4,1
6246,2,4,1,4,4,4,4,5,4,4,4,4,4,5,5,5,5,6,1,80,2,1,3,1
6247,1,1,1,4,4,4,5,4,5,4,4,5,5,4,4,4,4,6,1,1,1,3,3,2
6248,2,3,1,4,4,4,4,4,5,5,3,5,4,5,5,5,5,6,1,7,1,2,7,4
6249,1,1,1,5,4,4,3,4,5,5,3,4,5,4,4,5,4,6,2,218,1,1,12,1
6250,2,4,1,4,3,3,4,4,4,4,3,3,3,4,4,4,3,6,1,1,1,2,4,2
6251,1,1,1,5,5,4,3,5,5,5,5,3,5,5,5,5,5,6,7,5547,1,1,7,2
6252,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,7,5548,2,2,8,1
6253,2,2,6,5,5,5,5,8,5,5,5,5,5,3,3,4,3,6,97,6165,1,1,12,2
6254,2,4,1,4,4,3,3,4,4,4,3,4,4,4,4,4,5,6,7,5001,2,2,4,1
6255,1,1,1,4,4,4,5,5,4,4,4,4,4,4,4,3,5,6,8,601,2,2,8,1
6256,2,4,6,5,4,5,5,8,8,3,4,3,5,5,5,5,5,6,12,1311,1,2,2,4
6257,1,1,6,5,5,5,4,4,4,8,5,4,4,4,4,3,4,6,97,5003,1,3,2,2
6258,2,4,6,5,5,5,3,8,8,8,2,3,5,4,2,3,3,6,12,1310,1,3,2,5
6259,1,1,1,4,4,5,5,5,4,5,5,4,5,4,5,3,5,6,3,401,2,2,8,1
6260,1,1,1,5,5,5,5,5,4,5,5,4,5,5,5,4,4,6,9,813,1,3,5,2
6261,1,1,1,4,4,4,5,4,3,2,2,4,3,4,4,4,4,6,3,401,1,1,3,1
6262,2,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,3,401,2,2,2,2
6263,1,1,6,5,3,4,4,8,8,8,4,3,5,2,4,4,4,6,97,5050,1,2,2,4
6264,1,1,5,4,5,5,5,5,4,5,3,3,5,4,5,4,5,6,9,819,2,3,8,1
6265,1,1,1,5,5,4,4,4,5,3,3,3,3,4,4,3,4,6,9,842,2,2,1,1
6266,1,1,1,5,5,5,5,5,5,5,5,3,5,4,5,3,5,6,9,848,1,2,5,3
6267,1,1,5,5,5,4,4,4,5,4,4,4,5,4,4,3,5,6,9,847,1,2,2,3
